entity_id,source_id,jurisdiction,service_category,metric_type,service_key,service_name,row_type,snapshot_date,cohort_month,wait_raw,wait_days,unit_original,status,queue_raw,queue_people,confidence,retrieved_at,source_url
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,current,2026-08-10,,About 26 months,791.44,months,ok,"About 12,100 people waiting",12100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2016-01-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2016-02-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2016-03-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2016-04-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2016-05-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2016-06-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2016-07-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2016-08-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2016-09-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2016-10-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2016-11-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2016-12-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2017-01-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2017-02-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2017-03-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2017-04-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2017-05-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2017-06-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2017-07-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2017-08-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2017-09-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2017-10-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2017-11-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2017-12-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2018-01-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2018-02-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2018-03-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2018-04-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2018-05-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2018-06-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2018-07-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2018-08-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2018-09-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2018-10-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2018-11-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2018-12-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2019-01-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2019-02-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2019-03-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2019-04-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2019-05-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2019-06-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2019-07-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2019-08-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2019-09-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2019-10-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2019-11-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2019-12-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2020-01-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2020-02-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2020-03-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2020-04-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2020-05-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2020-06-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2020-07-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2020-08-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2020-09-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2020-10-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2020-11-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2020-12-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2021-01-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2021-02-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2021-03-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2021-04-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2021-05-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2021-06-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2021-07-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2021-08-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2021-09-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2021-10-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2021-11-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2021-12-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2022-01-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2022-02-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2022-03-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2022-04-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2022-05-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2022-06-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2022-07-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2022-08-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2022-09-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2022-10-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2022-11-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
ca-atlantic-immigration-program,ircc-forward-looking,CA,settlement,forward,ca-atlantic-immigration-program,Atlantic Immigration Program,cohort,2026-08-10,2022-12-01,We need more time to process your application,,,insufficient_data,Less than 100 people ahead of you,100,official,2026-08-27T00:29:54.720Z,https://www.canada.ca/content/dam/ircc/documents/json/flpt-en.json
