entity_id,source_id,jurisdiction,service_category,metric_type,service_key,service_name,applicant_country,applicant_country_name,value_raw,value_days,unit_original,status,effective_date,retrieved_at,source_url,confidence,source_collection_status,source_collection_status_since,source_collection_status_note,source_last_verified_at
ca-sponsor-dependent-child--be,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,BE,Belgium,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--bf,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,BF,Burkina Faso,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--bg,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,BG,Bulgaria,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--bh,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,BH,Bahrain,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--bi,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,BI,Burundi,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--bj,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,BJ,Benin,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--bm,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,BM,Bermuda,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--bn,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,BN,Brunei,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--bo,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,BO,Bolivia,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--bq,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,BQ,Caribbean Netherlands,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--br,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,BR,Brazil,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--bs,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,BS,Bahamas,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--bt,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,BT,Bhutan,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--bw,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,BW,Botswana,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--by,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,BY,Belarus,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--bz,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,BZ,Belize,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--ca,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,CA,Canada,17 months,517.48,months,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--cd,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,CD,Congo - Kinshasa,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--cf,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,CF,Central African Republic,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--cg,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,CG,Congo - Brazzaville,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--ch,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,CH,Switzerland,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--ci,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,CI,Côte d’Ivoire,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--cl,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,CL,Chile,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--cm,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,CM,Cameroon,30 months,913.2,months,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--cn,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,CN,China,12 months,365.28,months,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--co,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,CO,Colombia,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--cr,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,CR,Costa Rica,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--cu,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,CU,Cuba,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--cv,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,CV,Cape Verde,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--cy,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,CY,Cyprus,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--cz,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,CZ,Czechia,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--de,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,DE,Germany,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--dj,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,DJ,Djibouti,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--dk,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,DK,Denmark,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--dm,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,DM,Dominica,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--do,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,DO,Dominican Republic,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--dz,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,DZ,Algeria,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--ec,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,EC,Ecuador,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--ee,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,EE,Estonia,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--eg,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,EG,Egypt,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--er,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,ER,Eritrea,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--es,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,ES,Spain,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--et,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,ET,Ethiopia,18 months,547.92,months,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--fi,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,FI,Finland,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--fj,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,FJ,Fiji,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--fm,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,FM,Micronesia,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--fr,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,FR,France,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--ga,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,GA,Gabon,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--gb,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,GB,United Kingdom,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--gd,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,GD,Grenada,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--ge,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,GE,Georgia,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--gh,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,GH,Ghana,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--gl,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,GL,Greenland,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--gm,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,GM,Gambia,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--gn,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,GN,Guinea,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--gq,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,GQ,Equatorial Guinea,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--gr,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,GR,Greece,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--gt,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,GT,Guatemala,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--gw,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,GW,Guinea-Bissau,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--gy,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,GY,Guyana,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--hk,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,HK,Hong Kong SAR China,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--hn,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,HN,Honduras,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--hr,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,HR,Croatia,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--ht,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,HT,Haiti,32 months,974.08,months,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--hu,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,HU,Hungary,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--id,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,ID,Indonesia,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--ie,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,IE,Ireland,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--il,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,IL,Israel,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--in,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,IN,India,7 months,213.08,months,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--io,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,IO,British Indian Ocean Territory,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--iq,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,IQ,Iraq,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--ir,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,IR,Iran,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--is,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,IS,Iceland,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--it,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,IT,Italy,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--jm,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,JM,Jamaica,9 months,273.96,months,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--jo,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,JO,Jordan,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--jp,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,JP,Japan,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--ke,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,KE,Kenya,16 months,487.04,months,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--kg,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,KG,Kyrgyzstan,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--kh,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,KH,Cambodia,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--ki,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,KI,Kiribati,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--km,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,KM,Comoros,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-sponsor-dependent-child--kn,ircc-ptime,CA,sponsorship,backward,ca-sponsor-dependent-child,Sponsorship: dependent child,KN,St. Kitts & Nevis,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
