entity_id,source_id,jurisdiction,service_category,metric_type,service_key,service_name,applicant_country,applicant_country_name,value_raw,value_days,unit_original,status,effective_date,retrieved_at,source_url,confidence,source_collection_status,source_collection_status_since,source_collection_status_note,source_last_verified_at
ca-refugee-private-refugee-side--hn,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,HN,Honduras,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--hr,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,HR,Croatia,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--ht,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,HT,Haiti,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--hu,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,HU,Hungary,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--id,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,ID,Indonesia,30 months,913.2,months,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--ie,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,IE,Ireland,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--il,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,IL,Israel,35 months,1065.4,months,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--in,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,IN,India,19 months,578.36,months,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--io,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,IO,British Indian Ocean Territory,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--iq,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,IQ,Iraq,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--ir,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,IR,Iran,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--is,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,IS,Iceland,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--it,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,IT,Italy,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--jm,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,JM,Jamaica,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--jo,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,JO,Jordan,32 months,974.08,months,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--jp,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,JP,Japan,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--ke,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,KE,Kenya,16 months,487.04,months,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--kg,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,KG,Kyrgyzstan,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--kh,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,KH,Cambodia,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--ki,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,KI,Kiribati,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--km,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,KM,Comoros,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--kn,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,KN,St. Kitts & Nevis,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--kp,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,KP,North Korea,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--kr,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,KR,South Korea,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--kw,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,KW,Kuwait,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--ky,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,KY,Cayman Islands,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--kz,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,KZ,Kazakhstan,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--la,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,LA,Laos,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--lb,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,LB,Lebanon,29 months,882.76,months,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--lc,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,LC,St. Lucia,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--li,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,LI,Liechtenstein,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--lk,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,LK,Sri Lanka,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--lr,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,LR,Liberia,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--ls,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,LS,Lesotho,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--lt,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,LT,Lithuania,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--lu,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,LU,Luxembourg,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--lv,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,LV,Latvia,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--ly,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,LY,Libya,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--ma,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,MA,Morocco,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--mc,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,MC,Monaco,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--md,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,MD,Moldova,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--me,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,ME,Montenegro,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--mg,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,MG,Madagascar,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--mh,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,MH,Marshall Islands,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--mk,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,MK,North Macedonia,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--ml,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,ML,Mali,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--mm,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,MM,Myanmar (Burma),Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--mn,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,MN,Mongolia,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--mo,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,MO,Macao SAR China,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--mq,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,MQ,Martinique,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--mr,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,MR,Mauritania,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--mt,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,MT,Malta,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--mu,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,MU,Mauritius,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--mv,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,MV,Maldives,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--mw,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,MW,Malawi,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--mx,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,MX,Mexico,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--my,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,MY,Malaysia,29 months,882.76,months,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--mz,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,MZ,Mozambique,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--na,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,NA,Namibia,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--nc,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,NC,New Caledonia,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--ne,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,NE,Niger,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--ng,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,NG,Nigeria,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--ni,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,NI,Nicaragua,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--nl,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,NL,Netherlands,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--no,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,NO,Norway,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--np,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,NP,Nepal,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--nr,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,NR,Nauru,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--nz,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,NZ,New Zealand,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--om,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,OM,Oman,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--pa,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,PA,Panama,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--pe,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,PE,Peru,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--pf,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,PF,French Polynesia,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--pg,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,PG,Papua New Guinea,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--ph,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,PH,Philippines,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--pk,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,PK,Pakistan,14 months,426.16,months,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--pl,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,PL,Poland,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--pr,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,PR,Puerto Rico,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--ps,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,PS,Palestinian Territories,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--pt,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,PT,Portugal,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-private-refugee-side--py,ircc-ptime,CA,refugee,backward,ca-refugee-private-refugee-side,Privately sponsored refugee: refugee processing,PY,Paraguay,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
